TF	TF_uniprot	Target	Target_uniprot	Mode of Regulation	References (PMID)
JUN	P05412	NOS2	P35228	Repression	9776360
JUN	P05412	NOS2	P35228	Unknown	14962367
JUN	P05412	NOS3	P29474	Unknown	11382920
JUN	P05412	NOX5	Q96PH1	Activation	22348975
JUN	P05412	NPY	P01303	Unknown	8036020
JUN	P05412	NQO1	P15559	Unknown	11035254;8004128
JUN	P05412	NTS	P30990	Unknown	7791794
JUN	P05412	OPRM1	P35372	Unknown	18523482
JUN	P05412	OXTR	P30559	Unknown	10218980
JUN	P05412	PCK2	Q16822	Unknown	1325459
JUN	P05412	PDHA1	P08559	Unknown	8476854
JUN	P05412	PDK1	Q15118	Unknown	19910471
JUN	P05412	PENK	P01210	Unknown	7935470
JUN	P05412	PGR	P06401	Repression	14684847
JUN	P05412	PLAT	P00750	Activation	1963081
JUN	P05412	PLAT	P00750	Unknown	9851700
JUN	P05412	PLAU	P00749	Unknown	10454570;11774399
JUN	P05412	PLAUR	Q03405	Activation	16893520
JUN	P05412	PLAUR	Q03405	Unknown	10471035;11234878;8761947
JUN	P05412	POLD2	P49005	Unknown	10978529
JUN	P05412	PPARA	Q07869	Unknown	10542237
JUN	P05412	PPARD	Q03181	Activation	18625220
JUN	P05412	PTGS2	P35354	Activation	15772294;18294142;9620167
JUN	P05412	PTGS2	P35354	Unknown	11278336;12057991;16339564;17556653;20237399
JUN	P05412	PTN	P21246	Activation	16199533
JUN	P05412	RARA	P10276	Repression	9377582
JUN	P05412	RARB	P10826	Activation	9377582
JUN	P05412	RARG	P13631	Repression	9377582
JUN	P05412	RELB	Q01201	Unknown	15596805
JUN	P05412	REN	P00797	Unknown	9690204
JUN	P05412	RHOB	P62745	Activation	21565167
JUN	P05412	RUNX2	Q13950	Unknown	11604227
JUN	P05412	SLC19A1	P41440	Unknown	11078737
JUN	P05412	SMAD7	O15105	Activation	15579469
JUN	P05412	SMN1	Q16637	Repression	15550677
JUN	P05412	SOD2	P04179	Unknown	15330761
JUN	P05412	SOX7	Q9BT81	Activation	22171135
JUN	P05412	SPI1	P17947	Activation	9988737
JUN	P05412	SPRR1B	P22528	Activation	11792626;12682075
JUN	P05412	SPRR3	Q9UBC9	Unknown	9889002
JUN	P05412	STAR	P49675	Unknown	19150388
JUN	P05412	STMN1	P16949	Activation	15474303
JUN	P05412	SYK	P43405	Unknown	22354960
JUN	P05412	TERT	O14746	Repression	20842112
JUN	P05412	TFF1	P04155	Unknown	12021387
JUN	P05412	TIMP2	P16035	Unknown	8810321
JUN	P05412	TNC	P24821	Activation	9154819
JUN	P05412	TNF	P01375	Activation	10318823;10688670;10748079;10913190
JUN	P05412	TNF	P01375	Unknown	7896795;9566900
JUN	P05412	TNFRSF10A	O00220	Unknown	12082627
JUN	P05412	TNFRSF1B	P20333	Activation	9743209
JUN	P05412	TP53	P04637	Repression	22859294
JUN	P05412	TP53	P04637	Unknown	10348347
JUN	P05412	TP73	O15350	Unknown	15302867
JUN	P05412	TXN	P10599	Unknown	12414792
JUN	P05412	UGT2B15	P54855	Activation	19487245
JUN	P05412	VCAM1	P19320	Activation	16271621
JUN	P05412	VDR	P11473	Activation	15930183
JUN	P05412	VEGFA	P15692	Repression	11731421
JUNB	P17275	APOM	O95445	Unknown	21454713
JUNB	P17275	CD82	P27701	Activation	15580298
JUNB	P17275	CDKN1A	P38936	Unknown	10506225
JUNB	P17275	CDKN2A	CDKN2A	Unknown	17370299
JUNB	P17275	CLU	P10909	Unknown	10406964
JUNB	P17275	EGFR	P00533	Activation	10803405
JUNB	P17275	IL1B	P01584	Unknown	11306276
JUNB	P17275	IL3	P08700	Unknown	8704203
JUNB	P17275	IL4	P05112	Activation	21799768
JUNB	P17275	IVL	P07476	Unknown	15790882
JUNB	P17275	LOR	P23490	Repression	12200429
JUNB	P17275	NQO1	P15559	Unknown	11035254
JUNB	P17275	PTGS2	P35354	Activation	9620167
JUNB	P17275	SFTPD	P35247	Unknown	10915785
JUNB	P17275	SMAD4	Q13485	Unknown	11854297
JUND	P17535	BCL6	P41182	Activation	22493372
JUND	P17535	BCL6	P41182	Repression	18071306
JUND	P17535	CCL5	P13501	Unknown	10760799
JUND	P17535	CCND1	P24385	Activation	20220142
JUND	P17535	CCR4	P51679	Activation	22493372
JUND	P17535	CD40LG	P29965	Unknown	11160303
JUND	P17535	CDKN1A	P38936	Unknown	10506225
JUND	P17535	CLU	P10909	Unknown	10406964
JUND	P17535	CSTA	P01040	Unknown	9651321
JUND	P17535	ERBB2	P04626	Unknown	10698518
JUND	P17535	F3	P13726	Unknown	11057875
JUND	P17535	FGFBP1	Q14512	Unknown	10753873
JUND	P17535	FOSL1	P15407	Activation	13679379
JUND	P17535	GADD45A	P24522	Activation	17084916
JUND	P17535	GAST	P01350	Activation	21852362
JUND	P17535	GCLC	P48506	Unknown	16054171
JUND	P17535	IL3	P08700	Unknown	8704203
JUND	P17535	IL5	P05113	Unknown	10491186
JUND	P17535	IL6	P05231	Activation	11337499
JUND	P17535	ITGAV	P06756	Repression	23319049
JUND	P17535	ITGB3	P05106	Repression	23319049
JUND	P17535	IVL	P07476	Unknown	10816578
JUND	P17535	MDM2	Q00987	Activation	22493372
JUND	P17535	MDM2	Q00987	Repression	18071306
JUND	P17535	MYB	P10242	Activation	22493372
JUND	P17535	MYB	P10242	Repression	18071306
JUND	P17535	MYB	P10242	Unknown	1527086
JUND	P17535	NOS2	P35228	Activation	12788789
JUND	P17535	NQO1	P15559	Unknown	11035254
JUND	P17535	NQO2	P16083	Unknown	16545679
JUND	P17535	NTS	P30990	Unknown	7791794
JUND	P17535	PLAT	P00750	Unknown	9851700
JUND	P17535	PLAUR	Q03405	Unknown	10471035;11234878
JUND	P17535	PTGS2	P35354	Activation	9620167
JUND	P17535	SFTPD	P35247	Unknown	10915785
JUND	P17535	SOX4	Q06945	Activation	23482931
JUND	P17535	TGFB1	P01137	Unknown	10843986
JUND	P17535	TIMP1	P01033	Unknown	10051488;11337499
KAT2B	Q92831	CDK2	P24941	Repression	19525977
KAT2B	Q92831	CDKN1A	P38936	Activation	19525977
KAT2B	Q92831	CDKN1B	P46527	Activation	19525977
KAT2B	Q92831	CLOCK	O15516	Unknown	14645221
KAT2B	Q92831	CYP1B1	Q16678	Unknown	20631054
KAT2B	Q92831	IRF7	Q92985	Repression	12374802
KAT2B	Q92831	LIN28A	Q9H9Z2	Unknown	24631505
KAT2B	Q92831	NPAS2	Q99743	Unknown	14645221
KAT2B	Q92831	RB1	P06400	Activation	19525977
KAT2B	Q92831	SMAD4	Q13485	Activation	19525977
KAT2B	Q92831	TP73	O15350	Unknown	19188449
KAT2B	Q92831	YY1	P25490	Unknown	11486036
KAT2B	Q92831	ZEB1	P37275	Repression	22384255
KAT5	Q92993	ERCC1	P07992	Activation	22159227
KAT5	Q92993	GMPS	P49915	Repression	21453247
KAT5	Q92993	HDC	P19113	Repression	17827213
KAT5	Q92993	IL2	P60568	Unknown	11145913
KAT5	Q92993	STAT3	P40763	Repression	12551922
KAT6A	Q92794	HOXA9	P31269	Activation	22713874;23994619
KCNIP3	Q9Y2W7	GCM1	Q9NP62	Repression	23300953
KCNIP3	Q9Y2W7	SLC8A3	P57103	Repression	16306395
KCNIP3	Q9Y2W7	TG	P01266	Unknown	15181011
KDM2A	Q9Y2K7	EREG	O14944	Repression	23074094
KDM2A	Q9Y2K7	NANOG	Q9H9S0	Unknown	23872478
KDM2A	Q9Y2K7	SOX2	P48431	Unknown	23872478
KDM4B	O94953	AR	P10275	Activation	23435229
KDM4B	O94953	CCNA1	P78396	Unknown	20682797
KDM4B	O94953	CCND1	P24385	Unknown	20682797
KDM4B	O94953	ESR1	P03372	Unknown	23723241
KDM4B	O94953	WEE1	P30291	Unknown	20682797
KDM4C	Q9H3R0	JAG1	P78504	Activation	23698634
KHDRBS1	Q07666	AR	P10275	Unknown	18273831
KHDRBS1	Q07666	IGF2	P01344	Activation	12849008
KHDRBS1	Q07666	LEP	P41159	Activation	21672929
KHSRP	Q92945	RPL3	P39023	Unknown	21705779
KLF1	Q13351	HBB	P68871	Unknown	21539536
KLF1	Q13351	IL12B	P29460	Unknown	14976188
KLF10	Q13118	CDKN1A	P38936	Activation	12173049
KLF10	Q13118	EGFR	P00533	Repression	22025675
KLF10	Q13118	FGFR1	P11362	Repression	23569208
KLF10	Q13118	ITGAD	Q13349	Activation	15087465
KLF10	Q13118	PTGS1	P23219	Activation	23178857
KLF10	Q13118	SERPINE1	P05121	Activation	12173049
KLF10	Q13118	STMN1	P16949	Repression	18930345
KLF11	O14901	COL1A2	P08123	Unknown	24069400
KLF11	O14901	INS	P01308	Activation	18593768
KLF11	O14901	INS	P01308	Unknown	15774581;18199129;21592955
KLF11	O14901	PDX1	P52945	Unknown	19843526
KLF12	Q9Y4X4	PRL	P01236	Repression	23458459
KLF12	Q9Y4X4	TFAP2A	P05549	Repression	10704285;11373277
KLF13	Q9Y2Y9	CCL5	P13501	Unknown	17513757;22797700
KLF13	Q9Y2Y9	LDLR	P01130	Repression	16303770
KLF14	Q8TD94	TGFBR2	P37173	Repression	19088080
KLF15	Q9UIH9	CLCNKA	P51800	Unknown	10982849;11473619
KLF15	Q9UIH9	LRP5	O75197	Activation	20141633
KLF15	Q9UIH9	RBP3	P10745	Repression	15277472;15963234
KLF15	Q9UIH9	RHO	P08100	Repression	15277472
KLF15	Q9UIH9	RHO	P08100	Unknown	15963234
KLF16	Q9BXK1	CDKN1A	P38936	Repression	16172401
KLF2	Q9Y5W3	CCR5	P51681	Activation	22988032
KLF2	Q9Y5W3	CCR7	P32248	Unknown	20146713
KLF2	Q9Y5W3	CDKN1A	P38936	Activation	15361832
KLF2	Q9Y5W3	CXCR4	P61073	Repression	19671192
